name,St Fergus,Grangemouth,Teesside,Humberside,Theddlethorpe,Merseyside,Barrow,Bacton,Grain LNG,Southampton,South Wales
2050-05-15 21:00:00,33.412611306482475,1053.1624954917288,604.48787203867,3724.9067100720504,0.0,602.521601005859,0.0,0.0,0.0,0.0,2.384010085209926
2050-05-15 22:00:00,33.412611306482475,1053.1624954917288,604.48787203867,3724.9067100720504,0.0,602.521601005859,0.0,0.0,0.0,0.0,2.384010085209926
2050-05-15 23:00:00,33.412611306482475,1053.1624954917288,604.48787203867,3724.9067100720504,0.0,602.521601005859,0.0,0.0,0.0,0.0,2.384010085209926
2050-05-16 00:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 01:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 02:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 03:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 04:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 05:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 06:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 07:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 08:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 09:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 10:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 11:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
2050-05-16 12:00:00,32.961454019154374,1038.9420584769912,596.3257111686279,3674.6107666795538,0.0,594.3859899165919,0.0,0.0,0.0,0.0,2.3518197390816225
