Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"29/05/2023 19:14:30","28/05/2023","Demand, Actual DM, LDZ(SW), D+1","5646653.0000","29/05/2023 19:18:01","L"
"28/05/2023 19:14:41","27/05/2023","Demand, Actual DM, LDZ(SW), D+1","6160132.0000","28/05/2023 19:17:00","L"
"27/05/2023 19:17:29","26/05/2023","Demand, Actual DM, LDZ(SW), D+1","6830960.0000","27/05/2023 19:20:00","L"
"26/05/2023 19:13:42","25/05/2023","Demand, Actual DM, LDZ(SW), D+1","7213202.0000","26/05/2023 19:17:00","L"
"25/05/2023 19:16:48","24/05/2023","Demand, Actual DM, LDZ(SW), D+1","7107426.0000","25/05/2023 19:19:01","L"
"24/05/2023 19:15:33","23/05/2023","Demand, Actual DM, LDZ(SW), D+1","6877356.0000","24/05/2023 19:18:00","L"
"23/05/2023 19:17:51","22/05/2023","Demand, Actual DM, LDZ(SW), D+1","7848330.0000","23/05/2023 19:21:00","L"
"22/05/2023 19:21:06","21/05/2023","Demand, Actual DM, LDZ(SW), D+1","7538060.0000","22/05/2023 19:24:01","L"
"21/05/2023 19:15:57","20/05/2023","Demand, Actual DM, LDZ(SW), D+1","6801352.0000","21/05/2023 19:19:01","L"
"20/05/2023 19:16:16","19/05/2023","Demand, Actual DM, LDZ(SW), D+1","7053138.0000","20/05/2023 19:19:00","L"
"19/05/2023 19:15:50","18/05/2023","Demand, Actual DM, LDZ(SW), D+1","5875014.0000","19/05/2023 19:19:01","L"
"18/05/2023 19:15:50","17/05/2023","Demand, Actual DM, LDZ(SW), D+1","5775397.0000","18/05/2023 19:19:00","L"
"17/05/2023 19:15:28","16/05/2023","Demand, Actual DM, LDZ(SW), D+1","6924145.0000","17/05/2023 19:18:01","L"
"16/05/2023 19:14:36","15/05/2023","Demand, Actual DM, LDZ(SW), D+1","7179373.0000","16/05/2023 19:18:01","L"
"15/05/2023 19:13:58","14/05/2023","Demand, Actual DM, LDZ(SW), D+1","6686876.0000","15/05/2023 19:17:01","L"
"14/05/2023 19:15:11","13/05/2023","Demand, Actual DM, LDZ(SW), D+1","7908204.0000","14/05/2023 19:18:01","L"
"13/05/2023 19:15:06","12/05/2023","Demand, Actual DM, LDZ(SW), D+1","6831380.0000","13/05/2023 19:18:00","L"
"12/05/2023 19:14:34","11/05/2023","Demand, Actual DM, LDZ(SW), D+1","6718171.0000","12/05/2023 19:18:00","L"
"11/05/2023 19:15:18","10/05/2023","Demand, Actual DM, LDZ(SW), D+1","6419351.0000","11/05/2023 19:25:01","L"
"10/05/2023 19:14:39","09/05/2023","Demand, Actual DM, LDZ(SW), D+1","7487731.0000","10/05/2023 19:17:00","L"
"09/05/2023 19:15:27","08/05/2023","Demand, Actual DM, LDZ(SW), D+1","6414061.0000","09/05/2023 19:18:01","L"
"08/05/2023 19:14:33","07/05/2023","Demand, Actual DM, LDZ(SW), D+1","6756567.0000","08/05/2023 19:17:01","L"
"07/05/2023 19:15:22","06/05/2023","Demand, Actual DM, LDZ(SW), D+1","6698041.0000","07/05/2023 19:18:01","L"
"06/05/2023 19:16:30","05/05/2023","Demand, Actual DM, LDZ(SW), D+1","8064913.0000","06/05/2023 19:20:01","L"
"05/05/2023 19:14:48","04/05/2023","Demand, Actual DM, LDZ(SW), D+1","8137810.0000","05/05/2023 19:18:00","L"
"04/05/2023 19:15:48","03/05/2023","Demand, Actual DM, LDZ(SW), D+1","7106304.0000","04/05/2023 19:18:01","L"
"03/05/2023 19:16:41","02/05/2023","Demand, Actual DM, LDZ(SW), D+1","7509983.0000","03/05/2023 19:20:01","L"
"02/05/2023 19:14:34","01/05/2023","Demand, Actual DM, LDZ(SW), D+1","6336653.0000","02/05/2023 19:18:01","L"
"01/05/2023 19:14:29","30/04/2023","Demand, Actual DM, LDZ(SW), D+1","7317442.0000","01/05/2023 19:17:00","L"
"30/04/2023 19:14:24","29/04/2023","Demand, Actual DM, LDZ(SW), D+1","7579368.0000","30/04/2023 19:17:00","L"
"29/04/2023 19:15:55","28/04/2023","Demand, Actual DM, LDZ(SW), D+1","8594555.0000","29/04/2023 19:18:01","L"
"28/04/2023 19:14:40","27/04/2023","Demand, Actual DM, LDZ(SW), D+1","7879530.0000","28/04/2023 19:18:00","L"
"27/04/2023 19:15:13","26/04/2023","Demand, Actual DM, LDZ(SW), D+1","6856968.0000","27/04/2023 19:19:01","L"
"26/04/2023 19:14:49","25/04/2023","Demand, Actual DM, LDZ(SW), D+1","7378015.0000","26/04/2023 19:18:01","L"
"25/04/2023 19:15:07","24/04/2023","Demand, Actual DM, LDZ(SW), D+1","7867734.0000","25/04/2023 19:18:01","L"
"24/04/2023 19:13:52","23/04/2023","Demand, Actual DM, LDZ(SW), D+1","6935218.0000","24/04/2023 19:17:00","L"
"23/04/2023 19:13:47","22/04/2023","Demand, Actual DM, LDZ(SW), D+1","6541207.0000","23/04/2023 19:17:01","L"
"22/04/2023 19:15:27","21/04/2023","Demand, Actual DM, LDZ(SW), D+1","8290508.0000","22/04/2023 19:18:00","L"
"21/04/2023 19:24:00","20/04/2023","Demand, Actual DM, LDZ(SW), D+1","8383377.0000","21/04/2023 19:27:00","L"
"20/04/2023 19:13:29","19/04/2023","Demand, Actual DM, LDZ(SW), D+1","6687163.0000","20/04/2023 19:16:01","L"
"19/04/2023 19:14:26","18/04/2023","Demand, Actual DM, LDZ(SW), D+1","7151693.0000","19/04/2023 19:18:00","L"
"18/04/2023 19:15:36","17/04/2023","Demand, Actual DM, LDZ(SW), D+1","7440016.0000","18/04/2023 19:18:00","L"
"17/04/2023 19:15:59","16/04/2023","Demand, Actual DM, LDZ(SW), D+1","7429482.0000","17/04/2023 19:19:01","L"
"16/04/2023 19:15:30","15/04/2023","Demand, Actual DM, LDZ(SW), D+1","7428299.0000","16/04/2023 19:19:00","L"
"15/04/2023 19:15:26","14/04/2023","Demand, Actual DM, LDZ(SW), D+1","7536118.0000","15/04/2023 19:18:01","L"
"14/04/2023 19:15:38","13/04/2023","Demand, Actual DM, LDZ(SW), D+1","8197430.0000","14/04/2023 19:19:00","L"
"13/04/2023 19:14:28","12/04/2023","Demand, Actual DM, LDZ(SW), D+1","8100840.0000","13/04/2023 19:17:00","L"
"12/04/2023 19:15:42","11/04/2023","Demand, Actual DM, LDZ(SW), D+1","8480274.0000","12/04/2023 19:18:01","L"
"11/04/2023 19:13:56","10/04/2023","Demand, Actual DM, LDZ(SW), D+1","7625716.0000","11/04/2023 19:17:01","L"
