Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"29/05/2020 01:00:00","29/05/2020","NTS Energy Offtaken, LDZ Offtake Total","582610591.0000","02/06/2020 14:02:19","A"
"28/05/2020 01:00:00","28/05/2020","NTS Energy Offtaken, LDZ Offtake Total","641187902.0000","29/05/2020 12:02:16","L"
"27/05/2020 01:00:00","27/05/2020","NTS Energy Offtaken, LDZ Offtake Total","668558977.0000","28/05/2020 14:02:17","A"
"26/05/2020 01:00:00","26/05/2020","NTS Energy Offtaken, LDZ Offtake Total","627496655.0000","27/05/2020 17:02:15","A"
"25/05/2020 01:00:00","25/05/2020","NTS Energy Offtaken, LDZ Offtake Total","649172418.0000","27/05/2020 17:02:15","A"
"24/05/2020 01:00:00","24/05/2020","NTS Energy Offtaken, LDZ Offtake Total","723424952.0000","26/05/2020 12:02:45","A"
"23/05/2020 01:00:00","23/05/2020","NTS Energy Offtaken, LDZ Offtake Total","739139548.0000","27/05/2020 17:02:15","A"
"22/05/2020 01:00:00","22/05/2020","NTS Energy Offtaken, LDZ Offtake Total","662273706.0000","27/05/2020 14:02:19","A"
"21/05/2020 01:00:00","21/05/2020","NTS Energy Offtaken, LDZ Offtake Total","614954289.0000","25/05/2020 14:02:19","A"
"20/05/2020 01:00:00","20/05/2020","NTS Energy Offtaken, LDZ Offtake Total","625500970.0000","25/05/2020 14:02:19","A"
"19/05/2020 01:00:00","19/05/2020","NTS Energy Offtaken, LDZ Offtake Total","741161205.0000","21/05/2020 14:02:19","A"
"18/05/2020 01:00:00","18/05/2020","NTS Energy Offtaken, LDZ Offtake Total","831947265.0000","19/05/2020 12:02:16","L"
"17/05/2020 01:00:00","17/05/2020","NTS Energy Offtaken, LDZ Offtake Total","881788854.0000","20/05/2020 12:02:16","A"
"16/05/2020 01:00:00","16/05/2020","NTS Energy Offtaken, LDZ Offtake Total","943613341.0000","19/05/2020 12:02:16","A"
"15/05/2020 01:00:00","15/05/2020","NTS Energy Offtaken, LDZ Offtake Total","1053430161.0000","19/05/2020 12:02:16","A"
"14/05/2020 01:00:00","14/05/2020","NTS Energy Offtaken, LDZ Offtake Total","1198338601.0000","18/05/2020 17:02:16","A"
"13/05/2020 01:00:00","13/05/2020","NTS Energy Offtaken, LDZ Offtake Total","1297514956.0000","18/05/2020 17:02:16","A"
"12/05/2020 01:00:00","12/05/2020","NTS Energy Offtaken, LDZ Offtake Total","1296335548.0000","14/05/2020 14:02:23","A"
"11/05/2020 01:00:00","11/05/2020","NTS Energy Offtaken, LDZ Offtake Total","1344448205.0000","12/05/2020 14:02:18","A"
"10/05/2020 01:00:00","10/05/2020","NTS Energy Offtaken, LDZ Offtake Total","968135869.0000","12/05/2020 12:02:15","A"
"09/05/2020 01:00:00","09/05/2020","NTS Energy Offtaken, LDZ Offtake Total","642823994.0000","12/05/2020 12:02:15","A"
"08/05/2020 01:00:00","08/05/2020","NTS Energy Offtaken, LDZ Offtake Total","677822145.0000","11/05/2020 14:02:25","A"
"07/05/2020 01:00:00","07/05/2020","NTS Energy Offtaken, LDZ Offtake Total","831466401.0000","11/05/2020 14:02:25","A"
"06/05/2020 01:00:00","06/05/2020","NTS Energy Offtaken, LDZ Offtake Total","998075005.0000","07/05/2020 14:02:18","A"
