Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"29/05/2021 01:00:00","29/05/2021","NTS Energy Offtaken, LDZ Offtake Total","758293248.0000","01/06/2021 16:01:00","A"
"28/05/2021 01:00:00","28/05/2021","NTS Energy Offtaken, LDZ Offtake Total","927357326.0000","01/06/2021 16:01:00","A"
"27/05/2021 01:00:00","27/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1016407519.0000","28/05/2021 12:01:01","L"
"26/05/2021 01:00:00","26/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1304542962.0000","28/05/2021 16:01:01","A"
"25/05/2021 01:00:00","25/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1456662862.0000","27/05/2021 16:01:00","A"
"24/05/2021 01:00:00","24/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1400631286.0000","26/05/2021 16:01:00","A"
"23/05/2021 01:00:00","23/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1425282088.0000","24/05/2021 12:01:00","L"
"22/05/2021 01:00:00","22/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1350627173.0000","24/05/2021 16:01:00","A"
"21/05/2021 01:00:00","21/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1504387248.0000","24/05/2021 12:01:00","A"
"20/05/2021 01:00:00","20/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1453159168.0000","21/05/2021 12:01:01","L"
"19/05/2021 01:00:00","19/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1126843108.0000","21/05/2021 16:01:01","A"
"18/05/2021 01:00:00","18/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1186757286.0000","20/05/2021 16:01:01","A"
"17/05/2021 01:00:00","17/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1265171047.0000","19/05/2021 16:01:01","A"
"16/05/2021 01:00:00","16/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1169708206.0000","17/05/2021 12:01:01","L"
"15/05/2021 01:00:00","15/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1261102825.0000","18/05/2021 12:01:01","A"
"14/05/2021 01:00:00","14/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1384202902.0000","15/05/2021 16:01:01","A"
"13/05/2021 01:00:00","13/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1318136154.0000","15/05/2021 16:01:01","A"
"12/05/2021 01:00:00","12/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1201471222.0000","15/05/2021 16:01:01","A"
"11/05/2021 01:00:00","11/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1219808287.0000","13/05/2021 12:01:01","A"
"10/05/2021 01:00:00","10/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1162939084.0000","11/05/2021 12:01:01","L"
"09/05/2021 01:00:00","09/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1090681603.0000","11/05/2021 12:01:01","A"
"08/05/2021 01:00:00","08/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1540274461.0000","10/05/2021 16:01:01","A"
"07/05/2021 01:00:00","07/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1552094693.0000","10/05/2021 16:01:01","A"
"06/05/2021 01:00:00","06/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1783549327.0000","07/05/2021 14:01:01","A"
"05/05/2021 01:00:00","05/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1781122887.0000","06/05/2021 12:01:01","L"
"04/05/2021 01:00:00","04/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1808642667.0000","05/05/2021 12:01:01","L"
"03/05/2021 01:00:00","03/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1786536672.0000","04/05/2021 12:01:01","L"
"02/05/2021 01:00:00","02/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1509826163.0000","04/05/2021 16:01:01","A"
"01/05/2021 01:00:00","01/05/2021","NTS Energy Offtaken, LDZ Offtake Total","1575837821.0000","05/05/2021 12:01:01","A"
"30/04/2021 01:00:00","30/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1723134547.0000","04/05/2021 16:01:01","A"
"29/04/2021 01:00:00","29/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1771202662.0000","30/04/2021 12:01:00","L"
"28/04/2021 01:00:00","28/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1723409255.0000","29/04/2021 16:01:00","A"
"27/04/2021 01:00:00","27/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1539210759.0000","29/04/2021 16:01:00","A"
"26/04/2021 01:00:00","26/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1491131478.0000","29/04/2021 12:01:00","A"
"25/04/2021 01:00:00","25/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1313916961.0000","26/04/2021 14:01:01","A"
"24/04/2021 01:00:00","24/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1189302964.0000","26/04/2021 12:01:01","A"
"23/04/2021 01:00:00","23/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1294060757.0000","27/04/2021 16:01:01","A"
"22/04/2021 01:00:00","22/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1473726085.0000","26/04/2021 16:01:00","A"
"21/04/2021 01:00:00","21/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1446918446.0000","22/04/2021 12:01:01","L"
"20/04/2021 01:00:00","20/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1313649352.0000","23/04/2021 12:01:00","A"
"19/04/2021 01:00:00","19/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1385922444.0000","20/04/2021 12:01:01","L"
"18/04/2021 01:00:00","18/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1446980699.0000","19/04/2021 12:01:00","L"
"17/04/2021 01:00:00","17/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1516769351.0000","19/04/2021 16:01:00","A"
"16/04/2021 01:00:00","16/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1788561238.0000","17/04/2021 12:01:01","L"
"15/04/2021 01:00:00","15/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1871347837.0000","20/04/2021 16:01:01","A"
"14/04/2021 01:00:00","14/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1842190981.0000","15/04/2021 12:01:00","L"
"13/04/2021 01:00:00","13/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1988691089.0000","14/04/2021 14:01:01","A"
"12/04/2021 01:00:00","12/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2166264394.0000","14/04/2021 16:01:01","A"
"11/04/2021 01:00:00","11/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2040027746.0000","12/04/2021 16:01:01","A"
"10/04/2021 01:00:00","10/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2010629946.0000","12/04/2021 16:01:01","A"
"09/04/2021 01:00:00","09/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1893772351.0000","12/04/2021 12:01:01","A"
"08/04/2021 01:00:00","08/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2005993621.0000","09/04/2021 16:01:00","A"
"07/04/2021 01:00:00","07/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2424493318.0000","08/04/2021 12:01:01","L"
"06/04/2021 01:00:00","06/04/2021","NTS Energy Offtaken, LDZ Offtake Total","2330570950.0000","09/04/2021 16:01:00","A"
"05/04/2021 01:00:00","05/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1944057341.0000","06/04/2021 12:01:01","L"
"04/04/2021 01:00:00","04/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1550257185.0000","06/04/2021 12:01:01","A"
"03/04/2021 01:00:00","03/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1719653085.0000","05/04/2021 16:01:01","A"
"02/04/2021 01:00:00","02/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1729967889.0000","03/04/2021 12:01:01","L"
"01/04/2021 01:00:00","01/04/2021","NTS Energy Offtaken, LDZ Offtake Total","1569933670.0000","06/04/2021 12:01:01","A"
"31/03/2021 01:00:00","31/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1149371621.0000","01/04/2021 12:01:00","L"
"30/03/2021 01:00:00","30/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1183936135.0000","01/04/2021 16:01:01","A"
"29/03/2021 01:00:00","29/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1394351688.0000","30/03/2021 14:01:01","A"
"28/03/2021 00:00:00","28/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1688504799.0000","29/03/2021 12:01:00","L"
"27/03/2021 00:00:00","27/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1835037649.0000","28/03/2021 12:01:00","L"
"26/03/2021 00:00:00","26/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1880306339.0000","30/03/2021 16:01:01","A"
"25/03/2021 00:00:00","25/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1734440880.0000","27/03/2021 16:01:01","A"
"24/03/2021 00:00:00","24/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1784666511.0000","25/03/2021 14:01:01","A"
"23/03/2021 00:00:00","23/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1882503464.0000","25/03/2021 16:01:00","A"
"22/03/2021 00:00:00","22/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1843273863.0000","25/03/2021 16:01:00","A"
"21/03/2021 00:00:00","21/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1753172891.0000","22/03/2021 16:01:01","A"
"20/03/2021 00:00:00","20/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1814890397.0000","22/03/2021 16:01:01","A"
"19/03/2021 00:00:00","19/03/2021","NTS Energy Offtaken, LDZ Offtake Total","1915146076.0000","23/03/2021 12:01:00","A"
"18/03/2021 00:00:00","18/03/2021","NTS Energy Offtaken, LDZ Offtake Total","2004924564.0000","19/03/2021 14:01:01","A"
