Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"29/05/2022 01:00:00","29/05/2022","NTS Energy Offtaken, LDZ Offtake Total","784667274.0000","30/05/2022 12:01:01","L"
"28/05/2022 01:00:00","28/05/2022","NTS Energy Offtaken, LDZ Offtake Total","709468667.0000","30/05/2022 12:01:01","A"
"27/05/2022 01:00:00","27/05/2022","NTS Energy Offtaken, LDZ Offtake Total","753714251.0000","31/05/2022 12:01:01","A"
"26/05/2022 01:00:00","26/05/2022","NTS Energy Offtaken, LDZ Offtake Total","769158382.0000","31/05/2022 16:01:01","A"
"25/05/2022 01:00:00","25/05/2022","NTS Energy Offtaken, LDZ Offtake Total","797966603.0000","26/05/2022 12:01:01","L"
"24/05/2022 01:00:00","24/05/2022","NTS Energy Offtaken, LDZ Offtake Total","759126187.0000","25/05/2022 12:01:00","L"
"23/05/2022 01:00:00","23/05/2022","NTS Energy Offtaken, LDZ Offtake Total","741247766.0000","25/05/2022 16:01:00","A"
"22/05/2022 01:00:00","22/05/2022","NTS Energy Offtaken, LDZ Offtake Total","629533888.0000","23/05/2022 12:01:01","L"
"21/05/2022 01:00:00","21/05/2022","NTS Energy Offtaken, LDZ Offtake Total","673394048.0000","23/05/2022 12:01:01","A"
"20/05/2022 01:00:00","20/05/2022","NTS Energy Offtaken, LDZ Offtake Total","706137344.0000","23/05/2022 12:01:01","A"
"19/05/2022 01:00:00","19/05/2022","NTS Energy Offtaken, LDZ Offtake Total","685991636.0000","20/05/2022 16:01:01","A"
"18/05/2022 01:00:00","18/05/2022","NTS Energy Offtaken, LDZ Offtake Total","684131987.0000","20/05/2022 16:01:01","A"
"17/05/2022 01:00:00","17/05/2022","NTS Energy Offtaken, LDZ Offtake Total","683976249.0000","18/05/2022 12:01:01","L"
"16/05/2022 01:00:00","16/05/2022","NTS Energy Offtaken, LDZ Offtake Total","785448983.0000","17/05/2022 12:01:01","L"
"15/05/2022 01:00:00","15/05/2022","NTS Energy Offtaken, LDZ Offtake Total","700543595.0000","16/05/2022 12:01:00","L"
"14/05/2022 01:00:00","14/05/2022","NTS Energy Offtaken, LDZ Offtake Total","689866549.0000","16/05/2022 16:01:00","A"
"13/05/2022 01:00:00","13/05/2022","NTS Energy Offtaken, LDZ Offtake Total","846165934.0000","16/05/2022 16:01:00","A"
"12/05/2022 01:00:00","12/05/2022","NTS Energy Offtaken, LDZ Offtake Total","899005774.0000","16/05/2022 16:01:00","A"
"11/05/2022 01:00:00","11/05/2022","NTS Energy Offtaken, LDZ Offtake Total","885923575.0000","12/05/2022 12:01:01","L"
"10/05/2022 01:00:00","10/05/2022","NTS Energy Offtaken, LDZ Offtake Total","783463704.0000","11/05/2022 16:01:01","A"
"09/05/2022 01:00:00","09/05/2022","NTS Energy Offtaken, LDZ Offtake Total","784931195.0000","10/05/2022 12:01:01","L"
"08/05/2022 01:00:00","08/05/2022","NTS Energy Offtaken, LDZ Offtake Total","788942258.0000","10/05/2022 12:01:01","A"
"07/05/2022 01:00:00","07/05/2022","NTS Energy Offtaken, LDZ Offtake Total","802717560.0000","10/05/2022 12:01:01","A"
"06/05/2022 01:00:00","06/05/2022","NTS Energy Offtaken, LDZ Offtake Total","864306742.0000","10/05/2022 12:01:01","A"
"05/05/2022 01:00:00","05/05/2022","NTS Energy Offtaken, LDZ Offtake Total","919228780.0000","10/05/2022 12:01:01","A"
"04/05/2022 01:00:00","04/05/2022","NTS Energy Offtaken, LDZ Offtake Total","1039589961.0000","05/05/2022 12:01:01","L"
"03/05/2022 01:00:00","03/05/2022","NTS Energy Offtaken, LDZ Offtake Total","1106064477.0000","04/05/2022 12:01:01","L"
"02/05/2022 01:00:00","02/05/2022","NTS Energy Offtaken, LDZ Offtake Total","1056530024.0000","03/05/2022 12:01:01","L"
"01/05/2022 01:00:00","01/05/2022","NTS Energy Offtaken, LDZ Offtake Total","1020143332.0000","03/05/2022 12:01:01","A"
"30/04/2022 01:00:00","30/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1005713256.0000","04/05/2022 12:01:01","A"
"29/04/2022 01:00:00","29/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1229614935.0000","03/05/2022 16:01:00","A"
"28/04/2022 01:00:00","28/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1387311022.0000","29/04/2022 12:01:00","L"
"27/04/2022 01:00:00","27/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1360582363.0000","28/04/2022 12:01:01","L"
"26/04/2022 01:00:00","26/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1199961884.0000","28/04/2022 16:01:01","A"
"25/04/2022 01:00:00","25/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1225799383.0000","26/04/2022 16:01:01","A"
"24/04/2022 01:00:00","24/04/2022","NTS Energy Offtaken, LDZ Offtake Total","984207583.0000","26/04/2022 12:01:01","A"
"23/04/2022 01:00:00","23/04/2022","NTS Energy Offtaken, LDZ Offtake Total","993720066.0000","25/04/2022 14:01:00","A"
"22/04/2022 01:00:00","22/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1036200849.0000","25/04/2022 16:01:00","A"
"21/04/2022 01:00:00","21/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1006152619.0000","22/04/2022 12:01:01","L"
"20/04/2022 01:00:00","20/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1022063348.0000","21/04/2022 12:01:00","L"
"19/04/2022 01:00:00","19/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1076606643.0000","20/04/2022 16:01:01","A"
"18/04/2022 01:00:00","18/04/2022","NTS Energy Offtaken, LDZ Offtake Total","942586551.0000","19/04/2022 12:01:01","L"
"17/04/2022 01:00:00","17/04/2022","NTS Energy Offtaken, LDZ Offtake Total","813672060.0000","20/04/2022 16:01:01","A"
"16/04/2022 01:00:00","16/04/2022","NTS Energy Offtaken, LDZ Offtake Total","810620215.0000","19/04/2022 16:01:01","A"
"15/04/2022 01:00:00","15/04/2022","NTS Energy Offtaken, LDZ Offtake Total","901583363.0000","19/04/2022 12:01:01","A"
"14/04/2022 01:00:00","14/04/2022","NTS Energy Offtaken, LDZ Offtake Total","1066390716.0000","19/04/2022 12:01:01","A"
