name,Bacton,Barrow,Grain LNG,Grangemouth,Humberside,Merseyside,South Wales,Southampton,St Fergus,Teesside,Theddlethorpe
2050-11-30 16:00:00,4932.583704765941,0.0,3966.863343040075,2174.8626266497668,7164.667335779528,4702.602675583749,5239.230889551544,3424.1621466951497,1855.012663131204,2048.532341625418,2117.7847973832327
2050-11-30 17:00:00,4931.746645661695,0.0,3965.2230185578387,2174.0305172430553,7163.614980536178,4700.039135727709,5237.809213254926,3423.2642896461084,1854.656044814042,2047.5120805842648,2116.3889981797897
2050-11-30 18:00:00,4931.411824806108,0.0,3964.566894224685,2173.6976762500067,7163.194041941552,4699.013728317912,5237.24054746826,3422.9051498149656,1854.5133986741641,2047.103979563693,2115.830683144263
2050-11-30 19:00:00,4929.905117025411,0.0,3961.6143074267893,2172.199877933109,7161.299800752166,4694.399352310731,5234.681527768358,3421.289005632454,1853.871485109779,2045.2675079916721,2113.31824225514
2050-11-30 20:00:00,4927.477648409211,0.0,3956.8573718880443,2169.786763423282,7158.247974049166,4686.965095260833,5230.558671240146,3418.685223178708,1852.8372931769964,2042.3087543682168,2109.270429211005
2050-11-30 21:00:00,4924.631643275611,0.0,3951.28026045883,2166.95758728601,7154.669960967708,4678.249046951369,5225.724964733675,3415.6325047292567,1851.6247891181656,2038.839861734461,2104.5247049505238
2050-11-30 22:00:00,4922.622704211533,0.0,3947.3434871612035,2164.960527479539,7152.144311886382,4672.0965598294915,5222.3129463537725,3413.477650800031,1850.7689063439636,2036.3912386315824,2101.1747915081105
2050-11-30 23:00:00,4922.45529378374,0.0,3947.0154249946263,2164.794106983015,7151.933842589069,4671.583856124593,5222.028613460439,3413.2980808844595,1850.6975832740247,2036.1871881212962,2100.895633990347
2050-12-01 00:00:00,1887.6297924691344,0.0,3949.893267942962,2177.2432089650674,7141.417626100432,3601.963699536597,2500.8989066507743,882.6461421044471,1851.6718907522582,2044.284696325779,482.2799692361723
2050-12-01 01:00:00,1888.2241395381438,0.0,108.80575655056253,2177.8340415412445,2977.895305719392,336.03989893170404,99.80976436044904,55.36978930264546,1851.9251047134771,2045.0091244532055,76.17527488917578
2050-12-01 02:00:00,1890.007159849341,0.0,112.2998131278678,2179.606518497507,2980.1369285199457,341.5004973634053,102.83807825126189,57.28231536785776,1852.6847376947323,2047.182383366314,79.1484679617675
2050-12-01 03:00:00,1891.3656535050936,0.0,114.96195537229607,2180.9569791091612,2981.8448341080198,345.6609594060955,105.1453684052008,58.739480218834096,1853.2635065282984,2048.838202106699,81.41376124030172
2050-12-01 04:00:00,1898.9222823011564,0.0,129.77013696244893,2188.468924051088,2991.345068793064,368.8035535165491,117.97968319518179,66.84496810747231,1856.4829115034097,2058.048703401028,94.01446816860181
2050-12-01 05:00:00,1905.0355037520449,0.0,141.74977706237615,2194.545996803531,2999.030643939398,387.5256327086552,128.36248888790686,73.4022099368658,1859.087371254457,2065.4998877327594,104.20828792200587
2050-12-01 06:00:00,1907.1581509598186,0.0,145.9093760254643,2196.6560923747516,3001.6992475153615,394.0263573168019,131.96763123218037,75.67903095041437,1859.991697927837,2068.087105575826,107.74781012154376
2050-12-01 07:00:00,1907.837397787695,0.0,147.24044714767842,2197.3313226805785,3002.553200309399,396.10658833814705,133.12127630914983,76.40761337590253,1860.2810823446202,2068.9150149460183,108.88045676081087
2050-12-01 08:00:00,1904.6958768554682,0.0,141.08423467659327,2194.2083781885726,2998.603663163987,386.4855065322097,127.78566043444619,73.03791498852955,1858.942677562332,2065.0859288028014,103.64195879505968
2050-12-01 09:00:00,1902.1487029922505,0.0,136.09272138062815,2191.6762662727438,2995.401342375544,378.6846455350519,123.45949435329871,70.305732760745,1857.8574867412624,2061.981270787011,99.3945368014643
2050-12-01 10:00:00,1900.6203958882093,0.0,133.09780794330845,2190.1569963536103,2993.479946399765,374.004120404139,120.86378997262949,68.66642043560057,1857.2063710616337,2060.118472581647,96.84607895945697
2050-12-01 11:00:00,1898.8373755770122,0.0,129.6037513660032,2188.384519397348,2991.2383235992115,368.5435219724377,117.83547608181664,66.75389437038825,1856.4467380803785,2057.9452136685386,93.87288588686526
2050-12-01 12:00:00,1897.3939751971152,0.0,126.7752235251292,2186.9496541319545,2989.4236728172846,364.1230283856361,115.38397881451256,65.20565578232785,1855.8317958237812,2056.1859051956644,91.46601032659449
2050-12-01 13:00:00,1896.88453485225,0.0,125.77690994645488,2186.443226209517,2988.7832016541693,362.5628391209679,114.51873613432156,64.65921335982348,1855.6147552855937,2055.5649668007272,90.6165166361752
2050-12-01 14:00:00,1896.9694415763943,0.0,125.94329554290059,2186.5276308632565,2988.8899468480217,362.8228706650792,114.66294324768673,64.75028709690754,1855.6509287086249,2055.6684565332166,90.75809891791175
2050-12-01 15:00:00,1896.3751014726618,0.0,124.7786100171322,2185.936805211169,2988.142739247837,361.0026711878455,113.65350528408246,64.11277840850343,1855.3977177148731,2054.944036895514,89.76703456038119
2050-12-01 16:00:00,1896.7996350933827,0.0,125.61053799936079,2186.358828479867,2988.6764652171,362.3028289084024,114.37454085090829,64.56814709392376,1855.5785848300295,2055.4614855579616,90.47494596906391
2050-12-01 17:00:00,1895.9505748172178,0.0,123.94669568425522,2185.5147888665606,2987.609022035358,359.7025347988345,112.9324815472085,63.65741719426747,1855.216853567184,2054.4265967227902,89.05913476632371
